date,fighter,weightclass,rank
7/10/17,Eddie Wineland,Bantamweight,11
7/10/17,Pedro Munhoz,Bantamweight,12
7/10/17,Rob Font,Bantamweight,13
7/10/17,Matthew Lopez,Bantamweight,14
7/10/17,Johnny Eduardo,Bantamweight,15
7/10/17,Max Holloway,Featherweight,0
7/10/17,Jose Aldo,Featherweight,1
7/10/17,Frankie Edgar,Featherweight,2
7/10/17,Ricardo Lamas,Featherweight,3
7/10/17,Cub Swanson,Featherweight,4
7/10/17,Chan Sung Jung,Featherweight,5
7/10/17,Yair Rodriguez,Featherweight,6
7/10/17,Jeremy Stephens,Featherweight,7
7/10/17,Brian Ortega,Featherweight,8
7/10/17,Renato Moicano,Featherweight,9
7/10/17,Dennis Bermudez,Featherweight,10
7/10/17,Darren Elkins,Featherweight,11
7/10/17,Dooho Choi,Featherweight,12
7/10/17,Mirsad Bektic,Featherweight,13
7/10/17,Renan Barao,Featherweight,14
7/10/17,Jason Knight,Featherweight,15
7/10/17,Conor McGregor,Lightweight,0
7/10/17,Khabib Nurmagomedov,Lightweight,1
7/10/17,Tony Ferguson,Lightweight,2
7/10/17,Eddie Alvarez,Lightweight,3
7/10/17,Edson Barboza,Lightweight,4
7/10/17,Nate Diaz,Lightweight,5
7/10/17,Justin Gaethje,Lightweight,6
7/10/17,Kevin Lee,Lightweight,7
7/10/17,Dustin Poirier,Lightweight,8
7/10/17,Michael Johnson,Lightweight,9
7/10/17,Michael Chiesa,Lightweight,10
7/10/17,Al Iaquinta,Lightweight,11
7/10/17,Beneil Dariush,Lightweight,12
7/10/17,Anthony Pettis,Lightweight,13
7/10/17,Evan Dunham,Lightweight,14
7/10/17,Gilbert Melendez,Lightweight,15
7/10/17,Tyron Woodley,Welterweight,0
7/10/17,Demian Maia,Welterweight,1
7/10/17,Stephen Thompson,Welterweight,2
7/10/17,Robbie Lawler,Welterweight,3
7/10/17,Jorge Masvidal,Welterweight,4
7/10/17,Neil Magny,Welterweight,5
7/10/17,Carlos Condit,Welterweight,6
7/10/17,Donald Cerrone,Welterweight,7
7/10/17,Gunnar Nelson,Welterweight,8
7/10/17,Colby Covington,Welterweight,9
7/10/17,Rafael Dos Anjos,Welterweight,10
7/10/17,Dong Hyun Kim,Welterweight,11
7/10/17,Kamaru Usman,Welterweight,12
7/10/17,Ryan LaFlare,Welterweight,13
7/10/17,Santiago Ponzinibbio,Welterweight,14
7/10/17,Tarec Saffiedine,Welterweight,15
7/10/17,Michael Bisping,Middleweight,0
7/10/17,Robert Whittaker,Middleweight,1
7/10/17,Yoel Romero,Middleweight,2
7/10/17,Luke Rockhold,Middleweight,3
7/10/17,Jacare Souza,Middleweight,4
7/10/17,Gegard Mousasi,Middleweight,5
7/10/17,Chris Weidman,Middleweight,6
7/10/17,Anderson Silva,Middleweight,7
7/10/17,Derek Brunson,Middleweight,8
7/10/17,David Branch,Middleweight,9
7/10/17,Krzysztof Jotko,Middleweight,10
7/10/17,Vitor Belfort,Middleweight,11
7/10/17,Thales Leites,Middleweight,12
7/10/17,Tim Boetsch,Middleweight,13
7/10/17,Uriah Hall,Middleweight,14
7/10/17,Brad Tavares,Middleweight,15
7/10/17,Thiago Santos,Middleweight,15
7/10/17,Daniel Cormier,Light Heavyweight,0
7/10/17,Alexander Gustafsson,Light Heavyweight,1
7/10/17,Jimi Manuwa,Light Heavyweight,2
7/10/17,Glover Teixeira,Light Heavyweight,3
7/10/17,Volkan Oezdemir,Light Heavyweight,4
7/10/17,Mauricio Rua,Light Heavyweight,5
7/10/17,Corey Anderson,Light Heavyweight,6
7/10/17,Ovince Saint Preux,Light Heavyweight,7
7/10/17,Misha Cirkunov,Light Heavyweight,8
7/10/17,Ilir Latifi,Light Heavyweight,9
7/10/17,Rogerio Nogueira,Light Heavyweight,10
7/10/17,Patrick Cummins,Light Heavyweight,11
7/10/17,Tyson Pedro,Light Heavyweight,12
7/10/17,Gian Villante,Light Heavyweight,13
7/10/17,Gadzhimurad Antigulov,Light Heavyweight,14
7/10/17,Jared Cannonier,Light Heavyweight,15
7/10/17,Stipe Miocic,Heavyweight,0
7/10/17,Alistair Overeem,Heavyweight,1
7/10/17,Fabricio Werdum,Heavyweight,2
7/10/17,Cain Velasquez,Heavyweight,3
7/10/17,Junior Dos Santos,Heavyweight,4
7/10/17,Francis Ngannou,Heavyweight,5
7/10/17,Mark Hunt,Heavyweight,6
7/10/17,Derrick Lewis,Heavyweight,7
7/10/17,Alexander Volkov,Heavyweight,8
7/10/17,Stefan Struve,Heavyweight,9
7/10/17,Marcin Tybura,Heavyweight,10
7/10/17,Aleksei Oleinik,Heavyweight,11
7/10/17,Tim Johnson,Heavyweight,12
7/10/17,Andrei Arlovski,Heavyweight,13
7/10/17,Travis Browne,Heavyweight,14
7/10/17,Curtis Blaydes,Heavyweight,15
7/10/17,Joanna Jedrzejczyk,Women's Strawweight,0
7/10/17,Claudia Gadelha,Women's Strawweight,1
7/10/17,Karolina Kowalkiewicz,Women's Strawweight,2
7/10/17,Rose Namajunas,Women's Strawweight,3
7/10/17,Jessica Andrade,Women's Strawweight,4
7/10/17,Tecia Torres,Women's Strawweight,5
7/10/17,Michelle Waterson,Women's Strawweight,6
7/10/17,Carla Esparza,Women's Strawweight,7
7/10/17,Joanne Calderwood,Women's Strawweight,8
7/10/17,Randa Markos,Women's Strawweight,9
7/10/17,Felice Herrig,Women's Strawweight,10
7/10/17,Paige VanZant,Women's Strawweight,11
7/10/17,Cortney Casey,Women's Strawweight,12
7/10/17,Maryna Moroz,Women's Strawweight,13
7/10/17,Cynthia Calvillo,Women's Strawweight,14
7/10/17,Jessica Aguilar,Women's Strawweight,15
7/10/17,Amanda Nunes,Women's Bantamweight,0
7/10/17,Valentina Shevchenko,Women's Bantamweight,1
7/10/17,Holly Holm,Women's Bantamweight,2
7/10/17,Julianna Pena,Women's Bantamweight,3
7/10/17,Ronda Rousey,Women's Bantamweight,4
7/10/17,Raquel Pennington,Women's Bantamweight,5
7/10/17,Sara McMann,Women's Bantamweight,6
7/10/17,Cat Zingano,Women's Bantamweight,7
7/10/17,Alexis Davis,Women's Bantamweight,8
7/10/17,Liz Carmouche,Women's Bantamweight,8
7/10/17,Germaine de Randamie,Women's Bantamweight,10
7/10/17,Marion Reneau,Women's Bantamweight,11
7/10/17,Ketlen Vieira,Women's Bantamweight,12
7/10/17,Bethe Correia,Women's Bantamweight,13
7/10/17,Katlyn Chookagian,Women's Bantamweight,13
7/10/17,Ashlee Evans-Smith,Women's Bantamweight,15
7/18/17,Demetrious Johnson,Pound-for-Pound,1
7/18/17,Conor McGregor,Pound-for-Pound,2
7/18/17,Daniel Cormier,Pound-for-Pound,3
7/18/17,Stipe Miocic,Pound-for-Pound,4
7/18/17,Max Holloway,Pound-for-Pound,5
7/18/17,Cody Garbrandt,Pound-for-Pound,6
7/18/17,Jon Jones,Pound-for-Pound,7
7/18/17,Joanna Jedrzejczyk,Pound-for-Pound,8
7/18/17,Tyron Woodley,Pound-for-Pound,9
7/18/17,Dominick Cruz,Pound-for-Pound,10
7/18/17,Michael Bisping,Pound-for-Pound,11
7/18/17,Jose Aldo,Pound-for-Pound,12
7/18/17,Amanda Nunes,Pound-for-Pound,13
7/18/17,Robert Whittaker,Pound-for-Pound,14
7/18/17,TJ Dillashaw,Pound-for-Pound,15
7/18/17,Demetrious Johnson,Flyweight,0
7/18/17,Joseph Benavidez,Flyweight,1
7/18/17,Henry Cejudo,Flyweight,2
7/18/17,Ray Borg,Flyweight,3
7/18/17,Wilson Reis,Flyweight,4
7/18/17,Jussier Formiga,Flyweight,5
7/18/17,Sergio Pettis,Flyweight,6
7/18/17,Brandon Moreno,Flyweight,7
7/18/17,Ben Nguyen,Flyweight,8
7/18/17,Tim Elliott,Flyweight,9
7/18/17,John Moraga,Flyweight,10
7/18/17,Ian McCall,Flyweight,11
7/18/17,Dustin Ortiz,Flyweight,12
7/18/17,Alexandre Pantoja,Flyweight,13
7/18/17,Louis Smolka,Flyweight,14
7/18/17,Magomed Bibulatov,Flyweight,15
7/18/17,Cody Garbrandt,Bantamweight,0
7/18/17,Dominick Cruz,Bantamweight,1
7/18/17,TJ Dillashaw,Bantamweight,2
7/18/17,Raphael Assuncao,Bantamweight,3
7/18/17,Jimmie Rivera,Bantamweight,4
7/18/17,John Lineker,Bantamweight,4
7/18/17,Bryan Caraway,Bantamweight,6
7/18/17,John Dodson,Bantamweight,7
7/18/17,Aljamain Sterling,Bantamweight,8
7/18/17,Thomas Almeida,Bantamweight,9
7/18/17,Marlon Moraes,Bantamweight,10
7/18/17,Eddie Wineland,Bantamweight,11
7/18/17,Pedro Munhoz,Bantamweight,12
7/18/17,Rob Font,Bantamweight,13
7/18/17,Matthew Lopez,Bantamweight,14
7/18/17,Johnny Eduardo,Bantamweight,15
7/18/17,Max Holloway,Featherweight,0
7/18/17,Jose Aldo,Featherweight,1
7/18/17,Frankie Edgar,Featherweight,2
7/18/17,Ricardo Lamas,Featherweight,3
7/18/17,Cub Swanson,Featherweight,4
7/18/17,Chan Sung Jung,Featherweight,5
7/18/17,Yair Rodriguez,Featherweight,6
7/18/17,Jeremy Stephens,Featherweight,7
7/18/17,Brian Ortega,Featherweight,8
7/18/17,Renato Moicano,Featherweight,9
7/18/17,Dennis Bermudez,Featherweight,10
7/18/17,Dooho Choi,Featherweight,11
7/18/17,Darren Elkins,Featherweight,12
7/18/17,Mirsad Bektic,Featherweight,13
7/18/17,Renan Barao,Featherweight,14
7/18/17,Jason Knight,Featherweight,15
7/18/17,Conor McGregor,Lightweight,0
7/18/17,Khabib Nurmagomedov,Lightweight,1
7/18/17,Tony Ferguson,Lightweight,2
7/18/17,Eddie Alvarez,Lightweight,3
7/18/17,Edson Barboza,Lightweight,4
7/18/17,Justin Gaethje,Lightweight,5
7/18/17,Nate Diaz,Lightweight,6
7/18/17,Kevin Lee,Lightweight,7
7/18/17,Dustin Poirier,Lightweight,8
7/18/17,Michael Johnson,Lightweight,9
7/18/17,Michael Chiesa,Lightweight,10
7/18/17,Al Iaquinta,Lightweight,11
7/18/17,Beneil Dariush,Lightweight,12
7/18/17,Anthony Pettis,Lightweight,13
7/18/17,Evan Dunham,Lightweight,14
7/18/17,Gilbert Melendez,Lightweight,15
7/18/17,Tyron Woodley,Welterweight,0
7/18/17,Demian Maia,Welterweight,1
7/18/17,Stephen Thompson,Welterweight,2
7/18/17,Robbie Lawler,Welterweight,3
7/18/17,Jorge Masvidal,Welterweight,4
7/18/17,Carlos Condit,Welterweight,5
7/18/17,Neil Magny,Welterweight,6
7/18/17,Donald Cerrone,Welterweight,7
7/18/17,Santiago Ponzinibbio,Welterweight,8
7/18/17,Colby Covington,Welterweight,9
7/18/17,Rafael Dos Anjos,Welterweight,10
7/18/17,Gunnar Nelson,Welterweight,11
7/18/17,Kamaru Usman,Welterweight,12
7/18/17,Dong Hyun Kim,Welterweight,13
7/18/17,Ryan LaFlare,Welterweight,14
7/18/17,Tarec Saffiedine,Welterweight,15
7/18/17,Michael Bisping,Middleweight,0
7/18/17,Robert Whittaker,Middleweight,1
7/18/17,Yoel Romero,Middleweight,2
7/18/17,Luke Rockhold,Middleweight,3
7/18/17,Jacare Souza,Middleweight,4
7/18/17,Chris Weidman,Middleweight,5
7/18/17,Anderson Silva,Middleweight,6
7/18/17,Derek Brunson,Middleweight,7
7/18/17,Kelvin Gastelum,Middleweight,8
7/18/17,David Branch,Middleweight,9
7/18/17,Krzysztof Jotko,Middleweight,10
7/18/17,Vitor Belfort,Middleweight,11
7/18/17,Thales Leites,Middleweight,12
7/18/17,Tim Boetsch,Middleweight,13
7/18/17,Uriah Hall,Middleweight,14
7/18/17,Thiago Santos,Middleweight,15
7/18/17,Daniel Cormier,Light Heavyweight,0
7/18/17,Jon Jones,Light Heavyweight,1
7/18/17,Alexander Gustafsson,Light Heavyweight,2
7/18/17,Jimi Manuwa,Light Heavyweight,3
7/18/17,Glover Teixeira,Light Heavyweight,4
7/18/17,Volkan Oezdemir,Light Heavyweight,5
7/18/17,Mauricio Rua,Light Heavyweight,6
7/18/17,Corey Anderson,Light Heavyweight,7
7/18/17,Ovince Saint Preux,Light Heavyweight,7
7/18/17,Misha Cirkunov,Light Heavyweight,9
7/18/17,Ilir Latifi,Light Heavyweight,10
7/18/17,Rogerio Nogueira,Light Heavyweight,11
7/18/17,Patrick Cummins,Light Heavyweight,12
7/18/17,Gian Villante,Light Heavyweight,13
7/18/17,Tyson Pedro,Light Heavyweight,14
7/18/17,Gadzhimurad Antigulov,Light Heavyweight,15
7/18/17,Stipe Miocic,Heavyweight,0
7/18/17,Alistair Overeem,Heavyweight,1
7/18/17,Fabricio Werdum,Heavyweight,2
7/18/17,Cain Velasquez,Heavyweight,3
7/18/17,Junior Dos Santos,Heavyweight,4
7/18/17,Francis Ngannou,Heavyweight,5
7/18/17,Mark Hunt,Heavyweight,6
7/18/17,Derrick Lewis,Heavyweight,7
7/18/17,Alexander Volkov,Heavyweight,8
7/18/17,Stefan Struve,Heavyweight,9
7/18/17,Marcin Tybura,Heavyweight,10
7/18/17,Aleksei Oleinik,Heavyweight,11
7/18/17,Tim Johnson,Heavyweight,12
7/18/17,Andrei Arlovski,Heavyweight,13
7/18/17,Travis Browne,Heavyweight,14
7/18/17,Curtis Blaydes,Heavyweight,15
7/18/17,Joanna Jedrzejczyk,Women's Strawweight,0
7/18/17,Claudia Gadelha,Women's Strawweight,1
7/18/17,Karolina Kowalkiewicz,Women's Strawweight,2
7/18/17,Rose Namajunas,Women's Strawweight,3
7/18/17,Jessica Andrade,Women's Strawweight,4
7/18/17,Tecia Torres,Women's Strawweight,5
7/18/17,Michelle Waterson,Women's Strawweight,6
7/18/17,Carla Esparza,Women's Strawweight,7
7/18/17,Cynthia Calvillo,Women's Strawweight,8
7/18/17,Randa Markos,Women's Strawweight,9
7/18/17,Joanne Calderwood,Women's Strawweight,10
7/18/17,Felice Herrig,Women's Strawweight,11
7/18/17,Paige VanZant,Women's Strawweight,12
7/18/17,Cortney Casey,Women's Strawweight,13
7/18/17,Maryna Moroz,Women's Strawweight,14
7/18/17,Jessica Aguilar,Women's Strawweight,15
7/18/17,Amanda Nunes,Women's Bantamweight,0
7/18/17,Valentina Shevchenko,Women's Bantamweight,1
7/18/17,Holly Holm,Women's Bantamweight,2
7/18/17,Julianna Pena,Women's Bantamweight,3
7/18/17,Ronda Rousey,Women's Bantamweight,4
7/18/17,Raquel Pennington,Women's Bantamweight,5
7/18/17,Sara McMann,Women's Bantamweight,6
7/18/17,Cat Zingano,Women's Bantamweight,7
7/18/17,Germaine de Randamie,Women's Bantamweight,8
7/18/17,Liz Carmouche,Women's Bantamweight,9
7/18/17,Alexis Davis,Women's Bantamweight,10
7/18/17,Marion Reneau,Women's Bantamweight,11
7/18/17,Ketlen Vieira,Women's Bantamweight,12
7/18/17,Bethe Correia,Women's Bantamweight,13
7/18/17,Katlyn Chookagian,Women's Bantamweight,14
7/18/17,Leslie Smith,Women's Bantamweight,15
7/26/17,Demetrious Johnson,Pound-for-Pound,1
7/26/17,Conor McGregor,Pound-for-Pound,2
7/26/17,Daniel Cormier,Pound-for-Pound,3
7/26/17,Stipe Miocic,Pound-for-Pound,4
7/26/17,Jon Jones,Pound-for-Pound,5
7/26/17,Max Holloway,Pound-for-Pound,6
7/26/17,Cody Garbrandt,Pound-for-Pound,7
7/26/17,Joanna Jedrzejczyk,Pound-for-Pound,8
7/26/17,Tyron Woodley,Pound-for-Pound,9
7/26/17,Dominick Cruz,Pound-for-Pound,10
7/26/17,Michael Bisping,Pound-for-Pound,11
7/26/17,Jose Aldo,Pound-for-Pound,12
7/26/17,Amanda Nunes,Pound-for-Pound,13
7/26/17,Robert Whittaker,Pound-for-Pound,14
7/26/17,TJ Dillashaw,Pound-for-Pound,15
7/26/17,Demetrious Johnson,Flyweight,0
7/26/17,Joseph Benavidez,Flyweight,1
7/26/17,Henry Cejudo,Flyweight,2
7/26/17,Ray Borg,Flyweight,3
7/26/17,Wilson Reis,Flyweight,4
7/26/17,Jussier Formiga,Flyweight,5
7/26/17,Sergio Pettis,Flyweight,6
7/26/17,Brandon Moreno,Flyweight,7
7/26/17,Ben Nguyen,Flyweight,8
7/26/17,Tim Elliott,Flyweight,9
7/26/17,John Moraga,Flyweight,10
7/26/17,Ian McCall,Flyweight,11
7/26/17,Dustin Ortiz,Flyweight,12
7/26/17,Alexandre Pantoja,Flyweight,13
7/26/17,Louis Smolka,Flyweight,14
7/26/17,Magomed Bibulatov,Flyweight,15
7/26/17,Cody Garbrandt,Bantamweight,0
7/26/17,Dominick Cruz,Bantamweight,1
7/26/17,TJ Dillashaw,Bantamweight,2
7/26/17,Raphael Assuncao,Bantamweight,3
7/26/17,Jimmie Rivera,Bantamweight,4
7/26/17,John Lineker,Bantamweight,5
7/26/17,Bryan Caraway,Bantamweight,6
7/26/17,John Dodson,Bantamweight,7
7/26/17,Aljamain Sterling,Bantamweight,8
7/26/17,Thomas Almeida,Bantamweight,9
7/26/17,Marlon Moraes,Bantamweight,10
7/26/17,Eddie Wineland,Bantamweight,11
7/26/17,Pedro Munhoz,Bantamweight,12
7/26/17,Rob Font,Bantamweight,13
7/26/17,Matthew Lopez,Bantamweight,14
7/26/17,Johnny Eduardo,Bantamweight,15
7/26/17,Max Holloway,Featherweight,0
7/26/17,Jose Aldo,Featherweight,1
7/26/17,Frankie Edgar,Featherweight,2
7/26/17,Ricardo Lamas,Featherweight,3
7/26/17,Cub Swanson,Featherweight,4
7/26/17,Chan Sung Jung,Featherweight,5
7/26/17,Yair Rodriguez,Featherweight,6
7/26/17,Jeremy Stephens,Featherweight,7
7/26/17,Brian Ortega,Featherweight,8
7/26/17,Renato Moicano,Featherweight,9
7/26/17,Darren Elkins,Featherweight,10
7/26/17,Dennis Bermudez,Featherweight,11
7/26/17,Dooho Choi,Featherweight,12
7/26/17,Mirsad Bektic,Featherweight,13
7/26/17,Renan Barao,Featherweight,13
7/26/17,Jason Knight,Featherweight,15
7/26/17,Conor McGregor,Lightweight,0
7/26/17,Khabib Nurmagomedov,Lightweight,1
7/26/17,Tony Ferguson,Lightweight,2
7/26/17,Eddie Alvarez,Lightweight,3
7/26/17,Edson Barboza,Lightweight,4
7/26/17,Justin Gaethje,Lightweight,5
7/26/17,Nate Diaz,Lightweight,6
7/26/17,Kevin Lee,Lightweight,7
7/26/17,Dustin Poirier,Lightweight,8
7/26/17,Michael Johnson,Lightweight,9
7/26/17,Michael Chiesa,Lightweight,10
7/26/17,Al Iaquinta,Lightweight,11
7/26/17,Beneil Dariush,Lightweight,12
7/26/17,Anthony Pettis,Lightweight,13
7/26/17,Evan Dunham,Lightweight,14
7/26/17,Gilbert Melendez,Lightweight,15
7/26/17,Tyron Woodley,Welterweight,0
7/26/17,Demian Maia,Welterweight,1
7/26/17,Stephen Thompson,Welterweight,2
7/26/17,Robbie Lawler,Welterweight,3
7/26/17,Jorge Masvidal,Welterweight,4
7/26/17,Carlos Condit,Welterweight,5
7/26/17,Donald Cerrone,Welterweight,6
7/26/17,Neil Magny,Welterweight,6
7/26/17,Colby Covington,Welterweight,8
7/26/17,Santiago Ponzinibbio,Welterweight,9
7/26/17,Rafael Dos Anjos,Welterweight,10
7/26/17,Gunnar Nelson,Welterweight,11
7/26/17,Dong Hyun Kim,Welterweight,12
7/26/17,Kamaru Usman,Welterweight,13
7/26/17,Alex Oliveira,Welterweight,14
7/26/17,Tarec Saffiedine,Welterweight,15
7/26/17,Michael Bisping,Middleweight,0
7/26/17,Robert Whittaker,Middleweight,1
7/26/17,Yoel Romero,Middleweight,2
7/26/17,Luke Rockhold,Middleweight,3
7/26/17,Jacare Souza,Middleweight,4
7/26/17,Chris Weidman,Middleweight,5
7/26/17,Anderson Silva,Middleweight,6
7/26/17,Derek Brunson,Middleweight,7
7/26/17,Kelvin Gastelum,Middleweight,8
7/26/17,David Branch,Middleweight,9
7/26/17,Krzysztof Jotko,Middleweight,10
7/26/17,Vitor Belfort,Middleweight,11
7/26/17,Thales Leites,Middleweight,12
7/26/17,Tim Boetsch,Middleweight,13
7/26/17,Uriah Hall,Middleweight,14
7/26/17,Thiago Santos,Middleweight,15
7/26/17,Daniel Cormier,Light Heavyweight,0
7/26/17,Jon Jones,Light Heavyweight,1
7/26/17,Alexander Gustafsson,Light Heavyweight,2
7/26/17,Jimi Manuwa,Light Heavyweight,3
7/26/17,Glover Teixeira,Light Heavyweight,4
7/26/17,Volkan Oezdemir,Light Heavyweight,5
7/26/17,Mauricio Rua,Light Heavyweight,6
7/26/17,Corey Anderson,Light Heavyweight,7
7/26/17,Ovince Saint Preux,Light Heavyweight,7
7/26/17,Misha Cirkunov,Light Heavyweight,9
7/26/17,Ilir Latifi,Light Heavyweight,10
7/26/17,Rogerio Nogueira,Light Heavyweight,11
7/26/17,Patrick Cummins,Light Heavyweight,12
7/26/17,Tyson Pedro,Light Heavyweight,13
7/26/17,Gian Villante,Light Heavyweight,14
7/26/17,Gadzhimurad Antigulov,Light Heavyweight,15
7/26/17,Stipe Miocic,Heavyweight,0
7/26/17,Alistair Overeem,Heavyweight,1
7/26/17,Fabricio Werdum,Heavyweight,2
7/26/17,Cain Velasquez,Heavyweight,3
7/26/17,Junior Dos Santos,Heavyweight,4
7/26/17,Francis Ngannou,Heavyweight,5
7/26/17,Mark Hunt,Heavyweight,6
7/26/17,Derrick Lewis,Heavyweight,7
7/26/17,Alexander Volkov,Heavyweight,8
7/26/17,Stefan Struve,Heavyweight,9
7/26/17,Marcin Tybura,Heavyweight,10
7/26/17,Aleksei Oleinik,Heavyweight,11
7/26/17,Andrei Arlovski,Heavyweight,12
7/26/17,Travis Browne,Heavyweight,13
7/26/17,Junior Albini,Heavyweight,14
7/26/17,Curtis Blaydes,Heavyweight,15
7/26/17,Joanna Jedrzejczyk,Women's Strawweight,0
7/26/17,Claudia Gadelha,Women's Strawweight,1
7/26/17,Karolina Kowalkiewicz,Women's Strawweight,2
7/26/17,Rose Namajunas,Women's Strawweight,3
7/26/17,Jessica Andrade,Women's Strawweight,4
7/26/17,Tecia Torres,Women's Strawweight,5
7/26/17,Michelle Waterson,Women's Strawweight,6
7/26/17,Carla Esparza,Women's Strawweight,7
7/26/17,Cynthia Calvillo,Women's Strawweight,8
7/26/17,Randa Markos,Women's Strawweight,9
7/26/17,Joanne Calderwood,Women's Strawweight,10
7/26/17,Felice Herrig,Women's Strawweight,11
7/26/17,Paige VanZant,Women's Strawweight,12
7/26/17,Cortney Casey,Women's Strawweight,13
7/26/17,Maryna Moroz,Women's Strawweight,14
7/26/17,Jessica Aguilar,Women's Strawweight,15
7/26/17,Amanda Nunes,Women's Bantamweight,0
7/26/17,Valentina Shevchenko,Women's Bantamweight,1
7/26/17,Holly Holm,Women's Bantamweight,2
7/26/17,Julianna Pena,Women's Bantamweight,3
7/26/17,Ronda Rousey,Women's Bantamweight,4
7/26/17,Raquel Pennington,Women's Bantamweight,5
7/26/17,Sara McMann,Women's Bantamweight,6
7/26/17,Cat Zingano,Women's Bantamweight,7
7/26/17,Germaine de Randamie,Women's Bantamweight,8
7/26/17,Liz Carmouche,Women's Bantamweight,9
7/26/17,Alexis Davis,Women's Bantamweight,10
7/26/17,Marion Reneau,Women's Bantamweight,11
7/26/17,Ketlen Vieira,Women's Bantamweight,12
7/26/17,Bethe Correia,Women's Bantamweight,13
7/26/17,Katlyn Chookagian,Women's Bantamweight,14
7/26/17,Leslie Smith,Women's Bantamweight,15
8/7/17,Jon Jones,Pound-for-Pound,1
8/7/17,Demetrious Johnson,Pound-for-Pound,2
8/7/17,Conor McGregor,Pound-for-Pound,3
8/7/17,Stipe Miocic,Pound-for-Pound,4
8/7/17,Max Holloway,Pound-for-Pound,5
8/7/17,Cody Garbrandt,Pound-for-Pound,6
8/7/17,Daniel Cormier,Pound-for-Pound,7
8/7/17,Joanna Jedrzejczyk,Pound-for-Pound,8
8/7/17,Tyron Woodley,Pound-for-Pound,9
8/7/17,Dominick Cruz,Pound-for-Pound,10
8/7/17,Michael Bisping,Pound-for-Pound,11
8/7/17,Jose Aldo,Pound-for-Pound,12
8/7/17,Cris Cyborg,Pound-for-Pound,13
8/7/17,Amanda Nunes,Pound-for-Pound,14
8/7/17,Robert Whittaker,Pound-for-Pound,15
8/7/17,Demetrious Johnson,Flyweight,0
8/7/17,Joseph Benavidez,Flyweight,1
8/7/17,Henry Cejudo,Flyweight,2
8/7/17,Ray Borg,Flyweight,3
8/7/17,Sergio Pettis,Flyweight,4
8/7/17,Wilson Reis,Flyweight,4
8/7/17,Jussier Formiga,Flyweight,6
8/7/17,Brandon Moreno,Flyweight,7
8/7/17,Ben Nguyen,Flyweight,8
8/7/17,Tim Elliott,Flyweight,9
8/7/17,John Moraga,Flyweight,10
8/7/17,Dustin Ortiz,Flyweight,11
8/7/17,Ian McCall,Flyweight,12
8/7/17,Alexandre Pantoja,Flyweight,13
8/7/17,Louis Smolka,Flyweight,14
8/7/17,Magomed Bibulatov,Flyweight,15
8/7/17,Cody Garbrandt,Bantamweight,0
8/7/17,Dominick Cruz,Bantamweight,1
8/7/17,TJ Dillashaw,Bantamweight,2
8/7/17,Jimmie Rivera,Bantamweight,3
8/7/17,Raphael Assuncao,Bantamweight,4
8/7/17,John Lineker,Bantamweight,5
8/7/17,Bryan Caraway,Bantamweight,6
8/7/17,Aljamain Sterling,Bantamweight,7
8/7/17,John Dodson,Bantamweight,8
8/7/17,Thomas Almeida,Bantamweight,9
8/7/17,Marlon Moraes,Bantamweight,10
8/7/17,Eddie Wineland,Bantamweight,11
8/7/17,Pedro Munhoz,Bantamweight,12
8/7/17,Rob Font,Bantamweight,13
8/7/17,Matthew Lopez,Bantamweight,14
8/7/17,Johnny Eduardo,Bantamweight,15
8/7/17,Max Holloway,Featherweight,0
8/7/17,Jose Aldo,Featherweight,1
8/7/17,Frankie Edgar,Featherweight,2
8/7/17,Ricardo Lamas,Featherweight,3
8/7/17,Cub Swanson,Featherweight,4
8/7/17,Chan Sung Jung,Featherweight,5
8/7/17,Brian Ortega,Featherweight,6
8/7/17,Yair Rodriguez,Featherweight,7
8/7/17,Jeremy Stephens,Featherweight,8
8/7/17,Darren Elkins,Featherweight,9
8/7/17,Renato Moicano,Featherweight,10
8/7/17,Dennis Bermudez,Featherweight,11
8/7/17,Dooho Choi,Featherweight,12
8/7/17,Mirsad Bektic,Featherweight,13
8/7/17,Myles Jury,Featherweight,14
8/7/17,Jason Knight,Featherweight,15
8/7/17,Conor McGregor,Lightweight,0
8/7/17,Khabib Nurmagomedov,Lightweight,1
8/7/17,Tony Ferguson,Lightweight,2
8/7/17,Eddie Alvarez,Lightweight,3
8/7/17,Edson Barboza,Lightweight,4
8/7/17,Justin Gaethje,Lightweight,5
8/7/17,Nate Diaz,Lightweight,6
8/7/17,Kevin Lee,Lightweight,7
8/7/17,Dustin Poirier,Lightweight,8
8/7/17,Michael Johnson,Lightweight,9
8/7/17,Michael Chiesa,Lightweight,10
8/7/17,Al Iaquinta,Lightweight,11
8/7/17,Beneil Dariush,Lightweight,12
8/7/17,Anthony Pettis,Lightweight,13
8/7/17,Evan Dunham,Lightweight,14
8/7/17,Gilbert Melendez,Lightweight,15
8/7/17,Tyron Woodley,Welterweight,0
8/7/17,Stephen Thompson,Welterweight,1
8/7/17,Robbie Lawler,Welterweight,2
8/7/17,Demian Maia,Welterweight,3
8/7/17,Jorge Masvidal,Welterweight,4
8/7/17,Carlos Condit,Welterweight,5
8/7/17,Donald Cerrone,Welterweight,6
8/7/17,Neil Magny,Welterweight,6
8/7/17,Colby Covington,Welterweight,8
